"","solID","mape","decomp.rssd","nrmse","nrmse_train","GADS_shapes","YT_shapes","META_shapes","RADIO_shapes","RADIO2_shapes","TV_shapes","TV2_shapes","GADS_scales","YT_scales","META_scales","RADIO_scales","RADIO2_scales","TV_scales","TV2_scales","GADS_alphas","YT_alphas","META_alphas","RADIO_alphas","RADIO2_alphas","TV_alphas","TV2_alphas","GADS_gammas","YT_gammas","META_gammas","RADIO_gammas","RADIO2_gammas","TV_gammas","TV2_gammas","cluster","n","top_sol"
"30","1_379_1",0,0.266264487416928,0.0943504310298469,0.0943504310298469,0.566260342633961,0.793905795142632,0.187123754627947,0.0750841618514414,0.868504005441105,0.804475646326223,0.565920899730444,0.898208850924993,0.84531458195957,0.65767339442569,0.960524510912048,0.718769353729042,0.291393317169512,0.609707150453869,0.246114759886625,0.895551039980883,0.31268370160321,0.989194640497518,0.837805080900449,0.437817811110442,0.365058846138876,0.358405137830355,0.925507244824436,0.210816154332457,0.877830281576825,0.849269103333533,0.282399495586584,0.34822764920747,3,31,FALSE
"31","1_380_6",0,0.266893170362204,0.0947898235314422,0.0947898235314422,0.364718912099613,0.215690819968751,0.00490079240142409,0.0448596265962518,0.65126640602389,0.992751784540818,0.666006453608628,0.964720491642494,0.49437032485299,0.698878235484535,0.733045570991581,0.811894328273295,0.415298488504268,0.463654636304242,0.145863337819106,0.869175050527235,0.352857638851771,0.960487031380804,0.98685463929503,0.522676221461701,0.401407185915879,0.5894252089024,0.942031371679187,0.336383994781099,0.874756354092501,0.975350186146491,0.311975736154059,0.290262808650361,3,31,FALSE
"32","1_383_4",0,0.271980459510225,0.0941619130558257,0.0941619130558257,0.618320487833534,0.286317439084846,0.00752361643134432,0.00257036733011022,0.827347064351137,0.945533135902688,1,0.809035548372295,0.648154840436567,0.294171831704177,0.512277772175887,0.583519146392013,0.574653904105388,0.197764709524049,0.202966489937123,0.978604469057997,0.644200627168062,0.909553485647069,0.513627406427438,0.714468806301125,0.358908963313445,0.330095331336742,0.393159796697892,0.872929317374996,0.645626444073846,0.987516172867857,0.294432112668489,0.369191582685261,3,31,FALSE
"33","1_384_4",0,0.359015715718402,0.0915822412604504,0.0915822412604504,0.36089281629989,0.00343152052488704,0.00574612968829403,0.046286973993311,0.0657045668272483,0.763245755584755,0.228767795771152,0.509316524479673,0.591297898541064,0.862521349255417,0.013715896513928,0.261222302136019,0.437120997563338,0.594291650528427,0.782846948905937,0.0881412437260342,0.984236044452497,0.702147798093427,0.477695053794342,0.25581190752938,0.948114575532509,0.15113196007607,0.586905498730792,0.947964576693858,0,0.484642966703084,0.187909830450426,0.142739536800697,2,53,FALSE
"34","1_385_1",0,0.279978566792581,0.0938610617223676,0.0938610617223676,0.15240753145653,0.281091740308752,0.313785977587598,0.00353072287888175,0.641643762410319,0.877411842502313,0.363055168759808,0.91351685243778,0.719977922661033,0.190536528494618,0.861526292677341,0.850318788648102,0.45869834701795,0.490866424554112,0.565452036059054,0.593344353044717,0.356797593783875,0.784632792091615,0.709595995464792,0.384840870761587,0.758253078702103,0.383266268967551,0.830197553787026,0.292551079863197,0.877758242100036,0.854040978549089,0.349629706672629,0.244413653990288,3,31,FALSE
"35","1_385_3",0,0.334298622693251,0.0919692889124333,0.0919692889124333,0.00947149483583309,0.294840247421427,0.198530426178136,0.0351267047269872,0.885167533543541,0.802368542741366,0.633618478528867,0.654011239726702,0.487775890322663,0.0126558107919805,0.700430988711342,0.239446103456687,0.909490527549065,0.417834323706141,0.711834498842462,0,0.956247229731544,0.917946894328052,0.263787441368846,1,0.597194623747702,0.122810050225873,0.928565410331777,0.822194625668483,0.539762314839513,0.762879898039417,0.251529820794871,0.214707618250761,2,53,FALSE
"36","1_386_5",0,0.292806962811339,0.0935704209924327,0.0935704209924327,0.247674968879175,0.875797439374432,0.291356245395004,0.0331025727503552,0.686463055112459,0.949308495054508,0.578627455643701,0.705407144099104,0.407116883241841,0.272249281434522,0.69533671398537,0.963595757926535,0.450348950598624,0.601541887039799,0.436406120288555,0.789452048574371,0.197784643875579,0.85531317993157,0.977471281636237,0.609047419328268,0.332421567521307,0.603597865748185,0.801936440554712,0.351568993485008,0.80680121619038,0.841523688774473,0.386055692560505,0.352664302058248,3,31,FALSE
"37","1_386_7",0,0.359131741264204,0.0918213515511031,0.0918213515511031,0.150782161576282,0.335844452355379,0.203178960489948,0.0876998597495843,0.507894713233078,0.836052429102929,0.46251650429231,0.134248702133392,0.994984106868633,0.507048969685601,0.219546909881706,0.557501672866532,0.500283923382038,0.693297420022036,0.578985490569033,0.408360562597573,0.638772489956238,0.683745268348538,0.599400473024014,0.569396312663604,0.598761974295788,0.139042514210834,0.409817344529454,0.846333394707522,0.410110390571582,0.0596153361614637,0.158361114035246,0.624436037841456,2,53,FALSE
"38","1_388_2",0,0.377589679649955,0.0914282500600315,0.0914282500600315,0.406862035809707,0.499587824430577,0.177875682417088,0.127451386814317,0.257941386184479,0.777951195143437,0.37174987083534,0.0605704942444798,0.356327828462933,0.235116895141108,0.289414530988725,0.47806333496772,0.406476941458381,0.31943878973952,0.837285587106847,0.80289486063788,0.84637122534589,0.700518810289902,0.527281439683399,0.423623542429967,0.736226137488188,0.100076109339052,0.576781976458011,0.993682207969001,0.06461349586235,0.196843770139609,0.120477570578498,0.287691960370788,2,53,FALSE
"39","1_388_6",0,0.361362302017895,0.0917012248701525,0.0917012248701525,0.36089281629989,0.00343152052488704,0.00574612968829403,0.046286973993311,0.0657045668272483,0.920843719415168,0.246370718123243,0.509316524479673,0.591297898541064,0.862521349255417,0.013715896513928,0.261222302136019,0.437120997563338,0.693100038103965,0.751382182899975,0.0881412437260342,0.984236044452497,0.702147798093427,0.477695053794342,0.25581190752938,0.562388584352339,0.15113196007607,0.586905498730792,0.947964576693858,0,0.484642966703084,0.187909830450426,0.0535522763524275,2,53,FALSE
"40","1_389_3",0,0.239494018572779,0.0956809299025481,0.0956809299025481,0.587215992947205,0.758527330996419,0.372826890930745,0.0509108600843087,0.641643762410319,0.774314306570235,0.556071216673031,0.875824447424585,0.613114380296358,0.69559604089041,0.844800988270006,0.850318788648102,0.261882465250619,0.504987793926054,0.208109293945034,0.987955499268003,0,0.941745722222673,0.833507447601681,0.384840870761587,0.306499257104256,0.621527993654725,0.984433056625122,0.0376747298484275,0.979145204326244,0.856521330991573,0.324353289727553,0.50835052573211,3,31,FALSE
"41","1_389_4",0,0.274898412239435,0.0942025871780511,0.0942025871780511,0.558060492065749,0.70790024030669,0.204802562660748,0.0676820982788898,0.902320000452743,0.80411440693639,0.571177266784565,0.882434401367276,0.82950272489554,0.596207838549023,0.848167778251344,0.520097494422079,0.324219165650675,0.5952008622936,0.238935220155331,0.839197639473268,0.425256444776967,0.88615947337034,0.786353462708031,0.363980163768891,0.369482310309096,0.368974444139898,0.906016841846244,0.298980456764277,0.794960374997254,0.981459318925259,0.302754787919821,0.377702398546113,3,31,FALSE
"42","1_389_5",0,0.332123855868404,0.091967030976896,0.091967030976896,0.00947149483583309,0.294840247421427,0.198530426178136,0.0351267047269872,0.885167533543541,0.802368542741366,0.633618478528867,0.654011239726702,0.487775890322663,0.0126558107919805,0.700430988711342,0.239446103456687,0.909490527549065,0.417834323706141,0.711834498842462,0,0.956247229731544,0.917946894328052,0.263787441368846,1,0.597194623747702,0.105436919075272,0.928565410331777,0.822194625668483,0.539762314839513,0.762879898039417,0.251529820794871,0.214707618250761,2,53,FALSE
"43","1_391_2",0,0.358042830336464,0.091841820210021,0.091841820210021,0.150782161576282,0.335844452355379,0.203178960489948,0.0329064108867542,0.507894713233078,0.836052429102929,0.46251650429231,0.134248702133392,0.994984106868633,0.507048969685601,0.961249771759546,0.557501672866532,0.500283923382038,0.693297420022036,0.578985490569033,0.764868099873677,0.638772489956238,0.683745268348538,0.683405354279619,0.569396312663604,0.598761974295788,0.139042514210834,0.409817344529454,0.846333394707522,0.410110390571582,0.0596153361614637,0.158361114035246,0.624436037841456,2,53,FALSE
"44","1_391_4",0,0.373309808461746,0.0911137808848954,0.0911137808848954,0.02044215924687,0.430963994170171,0.420334764543151,0.167686197054851,0.757966078956425,0.942169774728235,0.277901221066653,0.203149092361045,0.953636030997859,0.136066547842946,0.0429490652877649,0.453736320903756,0.869948887140885,0.998036128721626,0.659827333596007,0.795966981923331,0.91633606180583,0.10618124264932,0.0935409767422071,0.954549381436346,0.895798784659804,0.0651623041428053,0.516361331755624,0.932003557606984,0.0539544666862808,0.15876093004479,0.0448624762308383,0.368382352325057,2,53,FALSE
"45","1_393_1",0,0.359010777086825,0.0915798215719622,0.0915798215719622,0.36089281629989,0.145819875261457,0.00574612968829403,0.046286973993311,0.0657045668272483,0.763245755584755,0.228767795771152,0.509316524479673,0.299904640966875,0.862521349255417,0.013715896513928,0.261222302136019,0.437120997563338,0.594291650528427,0.782846948905937,0.0881412437260342,0.993064178843956,0.702147798093427,0.477695053794342,0.25581190752938,0.948114575532509,0.15113196007607,0.662513027311304,0.947964576693858,0,0.484642966703084,0.187909830450426,0.142739536800697,2,53,FALSE
"46","1_393_2",0,0.342074593812074,0.091845329760653,0.091845329760653,0.0434096237197619,0.597647432008054,0.167722183473245,0.0917684497778306,0.7917472340933,0.841408340237328,0.332008585695352,0.852759964804453,0.81004139776856,0.324334764661083,0.538257369088033,0.204012385531396,0.707490009711134,0.672632809238901,0.541969254435588,0.319039176384463,0.756568228983941,0.722053060809407,0.565989544810606,0.794306552844516,0.774117574240053,0.0570498418005545,0.892156205385329,0.829734091999248,0.464189898307371,0.647717500168459,0.180122060150266,0.34513895144578,2,53,FALSE
"47","1_395_6",0,0.374051493489184,0.091110624171749,0.091110624171749,0.02044215924687,0.430963994170171,0.420334764543151,0.201891198005546,0.757966078956425,0.942169774728235,0.277901221066653,0.203149092361045,0.953636030997859,0.136066547842946,0.0429490652877649,0.453736320903756,0.869948887140885,0.998036128721626,0.659827333596007,0.795966981923331,0.91633606180583,0.10618124264932,0.0935409767422071,0.954549381436346,0.895798784659804,0.0651623041428053,0.516361331755624,0.932003557606984,0.0539544666862808,0.15876093004479,0.0448624762308383,0.368382352325057,2,53,FALSE
"48","1_397_1",0,0.387994384082029,0.0912594001099107,0.0912594001099107,0.0536028132854543,0.241637067418007,0.345154539262137,0.124462657921008,0.713627658555548,0.883239713834962,0.0413302393912232,0.538458188281341,0.666337437944119,0.117074010244673,0.0275710408964323,0.033449516812583,0.853070737920351,0.430179039470306,0.751476618309299,0.485904254234194,0.799088648883699,0.173758092596882,0.354001960237046,0.654388711310002,0.999514307114711,0.064921264707606,0.765969968457163,0.952574842937741,0.0166044822100905,0.0753930592481789,0.121186747900781,0,2,53,FALSE
"49","1_397_4",0,0.365387443705912,0.0914420972165935,0.0914420972165935,0.0434096237197619,0.597647432008054,0.191497664603282,0.139474537751502,0.651237941173546,0.841408340237328,0.332008585695352,0.852759964804453,0.81004139776856,0.324334764661083,0.0827610700328688,0.140272146495589,0.707490009711134,0.672632809238901,0.541969254435588,0.319039176384463,0.756568228983941,0.419532697981362,0.439381168070833,0.54133751607034,0.774117574240053,0.0570498418005545,0.892156205385329,0.829734091999248,0.135496978669872,0.561117802975306,0.0974150624423861,0.34513895144578,2,53,FALSE
